"Time";"signal_default";"signal_max_1";"signal_max_2";"signal_min"
"2019-10-02T09:00:02+02:00";31.9;90;90;10
"2019-10-02T09:00:32+02:00";32.8;90;90;10
"2019-10-02T09:01:02+02:00";30.9;90;90;10
"2019-10-02T09:01:32+02:00";33.2;90;90;10
"2019-10-02T09:02:02+02:00";32.2;90;90;10
"2019-10-02T09:02:32+02:00";33.3;90;90;10
"2019-10-02T09:03:02+02:00";32.4;90;90;10
"2019-10-02T09:03:32+02:00";31.3;90;90;10
"2019-10-02T09:04:02+02:00";32.7;90;90;10
"2019-10-02T09:04:32+02:00";31.7;90;90;10
"2019-10-02T09:05:02+02:00";31.7;90;90;10
"2019-10-02T09:05:32+02:00";31.7;90;90;10
"2019-10-02T09:06:02+02:00";32.7;90;90;10
"2019-10-02T09:06:32+02:00";33.6;90;90;10
"2019-10-02T09:07:02+02:00";31.3;90;90;10
"2019-10-02T09:07:32+02:00";33.2;90;90;10
"2019-10-02T09:08:02+02:00";32.4;90;90;10
"2019-10-02T09:08:32+02:00";32.4;90;90;10
"2019-10-02T09:09:02+02:00";31.8;90;90;10
"2019-10-02T09:09:32+02:00";31.8;90;90;10
"2019-10-02T09:10:02+02:00";32.3;90;90;10
"2019-10-02T09:10:32+02:00";33.3;90;90;10
"2019-10-02T09:11:02+02:00";32.8;90;90;10
"2019-10-02T09:11:32+02:00";33.4;90;90;10
"2019-10-02T09:12:02+02:00";32.5;90;90;10
"2019-10-02T09:12:32+02:00";31.4;90;90;10
"2019-10-02T09:13:02+02:00";31.2;90;90;10
"2019-10-02T09:13:32+02:00";31.7;90;90;10
"2019-10-02T09:14:02+02:00";30.6;90;90;10
"2019-10-02T09:14:32+02:00";31.9;90;90;10
"2019-10-02T09:15:02+02:00";32.3;90;90;10
"2019-10-02T09:15:32+02:00";31.3;90;90;10
"2019-10-02T09:16:02+02:00";31.2;90;90;10
"2019-10-02T09:16:32+02:00";31.7;90;90;10
"2019-10-02T09:17:02+02:00";30.7;90;90;10
"2019-10-02T09:17:32+02:00";32.1;90;90;10
"2019-10-02T09:18:02+02:00";32.6;90;90;10
"2019-10-02T09:18:32+02:00";31.7;90;90;10
"2019-10-02T09:19:02+02:00";30.7;90;90;10
"2019-10-02T09:19:32+02:00";30.6;90;90;10
"2019-10-02T09:20:02+02:00";31.5;90;90;10
"2019-10-02T09:20:32+02:00";32.4;90;90;10
"2019-10-02T09:21:02+02:00";31.5;90;90;10
"2019-10-02T09:21:32+02:00";32;90;90;10
"2019-10-02T09:22:02+02:00";33.2;90;90;10
"2019-10-02T09:22:32+02:00";32.3;90;90;10
"2019-10-02T09:23:02+02:00";32.4;90;90;10
"2019-10-02T09:23:32+02:00";30.9;90;90;10
"2019-10-02T09:24:02+02:00";31.9;90;90;10
"2019-10-02T09:24:32+02:00";31.8;90;90;10
"2019-10-02T09:25:02+02:00";31.2;90;90;10
"2019-10-02T09:25:32+02:00";31.6;90;90;10
"2019-10-02T09:26:02+02:00";32;90;90;10
"2019-10-02T09:26:32+02:00";31.1;90;90;10
"2019-10-02T09:27:02+02:00";32;90;90;10
"2019-10-02T09:27:32+02:00";31.1;90;90;10
"2019-10-02T09:28:02+02:00";31.6;90;90;10
"2019-10-02T09:28:32+02:00";32.2;90;90;10
"2019-10-02T09:29:02+02:00";31.7;90;90;10
